user_id,item_id,progress,start_date
45916,100269,100,2018-06-28
23325,44081,27,2018-06-13
18521,43625,76,2018-06-18
115415,289999,12,2019-11-15
93161,153051,2,2019-07-30
120336,312631,27,2018-11-03
29997,202310,0,2018-05-21
55566,281243,11,2018-10-27
83324,178417,100,2019-04-04
129483,136933,99,2019-12-12
72384,250994,100,2018-08-27
25487,205281,0,2018-02-14
100471,99357,0,2019-02-04
49376,231102,25,2019-12-16
70710,192621,70,2019-09-05
3514,261930,33,2018-12-10
154389,11614,100,2019-07-02
148640,264478,73,2018-01-21
21238,151983,97,2018-03-31
8294,280459,0,2018-06-28
114902,67305,33,2018-05-29
43897,132986,100,2019-05-24
154931,84598,4,2019-12-17
151844,242052,36,2019-06-04
93467,257298,29,2019-03-29
55323,64145,16,2019-05-08
123339,12074,3,2018-07-07
146463,34438,18,2019-03-09
132814,140993,99,2019-08-17
117384,30245,54,2019-09-16
27798,320226,11,2019-07-28
17767,209681,0,2018-01-02
59893,113897,20,2019-11-21
122062,183689,0,2018-12-15
84987,34073,20,2018-04-29
21515,186667,84,2018-05-18
96571,5001,0,2019-12-09
86564,99357,0,2018-08-23
64913,89267,13,2019-06-19
85497,194102,33,2019-08-07
86953,69523,69,2019-02-08
158071,23606,53,2018-06-23
9623,221342,53,2018-04-02
35235,245510,2,2019-08-05
111401,231005,0,2019-11-22
17919,110503,2,2018-11-13
91993,319330,45,2019-01-07
24669,285591,88,2018-07-17
978,34068,23,2018-04-30
102906,177412,74,2019-06-26
141800,201939,4,2019-09-10
65118,48841,29,2018-06-13
147467,39443,19,2018-10-29
46824,155266,17,2019-12-21
66652,52023,48,2019-10-17
111995,129819,100,2019-05-08
51651,265314,18,2018-12-31
112716,107404,100,2019-06-22
122779,40550,29,2018-11-15
105544,91621,81,2018-08-27
99818,257274,10,2018-08-12
129694,67771,33,2019-02-22
40042,223989,37,2018-04-02
92946,143675,49,2018-10-29
4088,184076,14,2018-07-09
8845,85037,100,2019-01-18
28602,252399,19,2019-07-27
57942,68933,14,2018-09-01
84796,41444,88,2019-08-14
123879,132806,73,2019-11-17
103435,241585,10,2019-09-09
93834,56780,75,2019-08-31
157317,211945,75,2018-09-05
62020,84101,70,2018-10-27
80145,279624,99,2019-08-13
108468,221255,100,2018-07-18
137411,47439,99,2019-07-21
15307,218109,14,2018-03-28
5860,193879,68,2019-07-10
29430,243711,15,2019-04-10
36188,79392,48,2018-05-21
9525,196289,99,2019-10-11
138890,19925,100,2018-05-30
24713,182915,98,2018-12-14
144114,62158,75,2019-11-24
12128,37966,33,2018-03-07
134346,162711,6,2018-11-24
113725,110013,24,2018-07-21
119217,288295,100,2019-02-26
88311,18492,28,2019-04-24
29187,193844,26,2018-08-13
143375,161786,31,2018-04-08
25822,119490,74,2018-09-28
28462,290259,6,2019-07-27
17102,54589,21,2018-04-26
39029,20557,64,2018-04-14
32515,51729,62,2019-01-29
16713,110913,62,2019-08-16
146870,44081,79,2019-01-01
47151,142997,35,2018-01-26
125430,313294,88,2018-12-10
152463,207763,100,2019-01-08
140982,50450,7,2018-05-09
116990,146247,100,2019-03-02
10114,86930,5,2018-05-05
113730,89152,100,2018-07-14
81990,317473,84,2019-03-17
125992,164765,85,2018-07-04
25402,54791,0,2018-04-21
134409,79757,0,2018-11-13
89174,192332,100,2018-10-14
40606,250923,0,2019-09-04
28458,299428,5,2018-02-22
154444,96135,0,2019-10-09
82350,170864,95,2018-01-04
4249,243902,55,2018-05-10
117793,251645,0,2019-01-02
9236,107111,18,2019-10-04
149005,193676,87,2018-11-03
43922,204704,100,2018-06-09
44034,155451,2,2018-07-20
60140,219444,23,2018-05-08
36798,97332,80,2018-05-03
107177,215735,1,2019-06-21
81332,81342,100,2019-01-10
144878,298189,24,2019-11-20
19265,70954,0,2018-10-09
105657,243711,0,2019-09-22
5813,59962,0,2019-04-26
93438,66292,11,2018-07-04
126686,63728,3,2019-10-20
37250,138617,78,2019-02-17
13340,111207,99,2018-06-07
8482,221704,39,2018-03-08
149638,109201,0,2019-10-08
66406,41855,10,2018-06-27
123438,142489,72,2018-02-25
63828,184424,24,2018-10-10
33803,308529,5,2019-05-14
120907,97661,0,2018-07-20
23091,60003,97,2019-02-03
36595,201299,16,2018-09-17
128650,307211,17,2019-09-13
22567,184223,4,2018-12-25
16788,255971,100,2019-06-12
51956,57415,0,2019-08-06
17211,289807,0,2019-07-17
113673,55640,0,2018-12-06
1810,51177,71,2019-02-27
100138,200158,73,2018-04-04
108030,22934,50,2019-11-09
4805,10646,20,2018-09-03
146198,101300,33,2019-04-28
19829,214108,51,2019-10-18
88508,170593,0,2019-06-27
129035,163637,37,2019-03-14
4232,167225,29,2018-07-28
13080,164861,41,2018-02-25
122062,202584,100,2019-05-15
155283,721,91,2019-10-26
150607,258814,41,2019-06-23
26208,159455,100,2018-12-06
95688,219881,41,2019-12-28
132814,175474,99,2019-05-24
80417,218142,92,2018-11-19
80117,292015,4,2018-12-10
37221,307342,60,2018-12-28
112961,36860,47,2018-02-25
123987,56250,85,2018-01-08
77961,179930,100,2018-06-25
127700,33220,65,2019-02-06
45464,167965,12,2018-08-23
76648,18541,0,2019-04-24
22674,172678,96,2019-07-30
133882,53711,62,2019-11-01
105600,81777,0,2018-07-05
4124,233334,26,2019-09-24
159136,192854,68,2018-04-05
25157,170202,71,2018-11-25
144155,303990,11,2019-12-02
138719,17250,15,2018-04-04
99589,226791,53,2018-03-29
149084,55881,62,2019-07-03
14965,226111,67,2018-02-04
108611,218888,39,2018-02-19
115416,38993,41,2019-05-26
118858,51628,6,2019-01-16
18646,234794,23,2019-06-24
102242,73223,0,2018-07-04
44582,185614,6,2018-06-23
64233,15350,58,2019-02-24
154029,33024,95,2018-01-31
33990,185152,27,2018-05-12
5987,22066,12,2019-02-06
140895,317035,27,2019-07-10
103211,255590,3,2019-08-27
68888,243899,12,2018-02-18
54540,285719,100,2018-11-06
135583,126875,0,2018-12-14
93105,271241,0,2018-02-06
91536,72618,0,2018-08-03
99355,278367,100,2019-09-27
580,108546,100,2018-01-06
150411,211414,0,2019-12-24
13898,201221,45,2019-06-27
20209,109493,99,2019-12-14
104365,238531,100,2019-05-01
87075,317270,28,2018-04-14
147735,263979,0,2018-12-01
57488,135620,100,2019-10-11
5848,141560,12,2018-01-11
142549,320848,79,2018-10-19
151168,189762,22,2018-04-25
48799,243711,0,2019-03-16
101032,161928,100,2019-08-26
25484,22775,89,2019-02-05
11220,295555,0,2019-04-25
133553,235407,1,2019-12-27
135601,250323,0,2019-05-07
89205,7939,37,2018-02-06
133464,265969,72,2018-03-08
28478,245896,23,2019-07-03
125990,168077,100,2019-03-28
106682,253723,30,2018-06-20
36056,114985,31,2019-11-14
102916,261510,93,2019-05-06
47155,89772,100,2018-11-04
127592,152566,100,2018-09-10
127320,252293,4,2019-08-15
72321,143447,59,2019-10-14
90848,41856,100,2018-10-21
97710,318016,85,2019-01-10
31841,82076,93,2018-11-09
2639,80118,67,2018-05-26
59739,31294,0,2019-10-20
84678,85149,100,2018-06-27
67645,147736,0,2019-11-17
78724,47140,1,2018-07-10
77569,231005,0,2019-03-16
102759,92500,99,2019-08-17
77118,81498,19,2018-11-15
47220,92367,100,2019-04-12
30341,193654,35,2018-03-18
103168,91077,9,2018-03-21
125259,166921,61,2018-12-14
68967,195671,100,2018-12-03
45595,52902,86,2018-09-29
83732,274507,100,2019-04-16
25234,76138,97,2018-01-03
92425,59130,4,2019-04-07
88199,22813,100,2018-09-24
74193,227545,0,2019-02-09
131913,90059,39,2018-05-18
65249,382,34,2019-08-01
32801,194173,44,2018-02-16
45873,38788,29,2018-12-28
4681,54791,0,2018-06-06
62663,116142,11,2018-11-25
16437,316942,61,2018-10-28
121763,57879,26,2019-04-12
25744,234608,34,2019-06-13
149309,81070,1,2019-04-09
20761,85429,18,2018-08-16
123650,286165,57,2018-07-12
85628,290713,100,2018-03-26
90069,89696,17,2018-02-12
46470,290639,100,2019-01-27
127839,28815,100,2018-08-16
141808,48161,50,2018-05-09
86328,159580,2,2018-07-12
123108,269841,79,2018-09-03
93808,127105,8,2018-03-11
15314,181441,1,2018-09-25
106960,116299,0,2019-03-18
101330,241188,55,2019-11-19
40795,274570,28,2019-09-19
71571,121279,0,2018-10-05
55432,97517,68,2019-12-08
21005,90206,0,2018-12-06
37241,11691,15,2019-06-23
49911,260535,32,2019-10-26
141341,52413,7,2018-02-23
145421,183674,53,2018-03-15
113461,187971,11,2018-12-24
20806,182165,18,2018-08-01
114644,147805,100,2019-09-29
5311,204482,58,2018-05-04
33534,319390,100,2018-06-03
108795,120104,18,2019-10-21
119419,105164,59,2018-03-19
30693,190743,37,2019-01-01
42815,172063,86,2019-07-18
150148,290269,99,2019-10-05
44751,155287,77,2018-01-03
27460,274838,0,2019-04-10
28226,74069,97,2019-10-21
77807,296996,100,2018-09-13
13691,138784,100,2019-07-25
31915,235741,68,2018-12-08
132203,310952,2,2019-04-03
62132,159258,57,2019-10-28
130557,16203,92,2018-01-24
136388,80502,47,2018-05-13
22220,246436,31,2019-10-24
12371,294556,49,2018-12-21
115836,41342,13,2019-05-05
107667,66484,28,2019-01-25
81644,126068,1,2018-01-11
84861,280161,100,2018-02-03
28,238993,43,2019-01-17
66442,284172,100,2019-02-16
109869,22083,0,2019-04-13
21857,73266,0,2018-09-18
48800,264997,100,2018-12-26
129300,169529,60,2019-08-24
110327,290292,48,2018-09-07
86365,211125,0,2019-06-05
19505,305925,96,2019-01-02
121453,267951,0,2019-06-15
91408,52267,9,2018-10-13
149624,312955,70,2018-01-09
129217,302796,20,2019-01-07
120995,18678,3,2019-01-17
19499,64669,20,2018-07-23
114597,53743,1,2019-07-03
93588,253746,80,2019-01-19
85964,90519,0,2018-10-25
88250,266903,0,2019-06-01
74615,47547,75,2019-04-27
102317,248726,92,2019-03-30
66420,228490,30,2019-04-09
34283,22956,0,2018-10-16
18321,234593,99,2019-09-22
63392,101678,37,2019-06-16
61145,203629,0,2019-09-11
35774,147629,100,2018-05-30
6517,131677,2,2019-10-29
52336,1534,4,2019-01-21
95901,291131,13,2019-09-15
151344,107876,57,2018-03-03
29367,200211,41,2019-06-05
61446,116326,13,2018-02-17
75780,188290,100,2018-05-02
132451,307759,27,2019-07-22
101837,285802,100,2018-11-02
70256,288915,100,2018-10-13
154976,268121,85,2018-01-18
109681,179930,0,2018-09-18
109801,109201,5,2019-11-15
114453,19882,0,2018-09-22
7719,218317,4,2019-03-02
4446,135385,99,2019-10-05
65707,118991,18,2019-01-03
62399,143802,28,2018-11-22
39133,69550,12,2019-01-30
76311,289640,83,2019-05-04
43311,277208,100,2018-04-26
12866,128778,40,2018-06-22
119813,176951,16,2019-11-15
20602,206641,85,2019-08-01
151381,201829,35,2019-09-13
146885,27071,0,2019-02-26
107783,101924,12,2018-01-15
59378,283460,100,2019-11-15
101568,34587,17,2019-03-10
14924,17453,31,2018-05-31
29654,287397,40,2019-06-02
75383,211137,35,2019-05-03
15091,35476,32,2019-01-04
46762,194387,100,2018-11-18
40906,250997,90,2019-08-15
123629,180688,72,2019-06-06
41185,278041,89,2019-07-30
148083,150111,48,2018-02-26
36855,290476,0,2018-07-27
5167,135557,2,2018-12-30
25874,18481,70,2018-04-27
60736,43309,63,2019-11-08
65342,226847,63,2019-12-21
12427,134123,99,2018-03-03
51663,294643,48,2019-06-11
61414,5179,18,2019-05-09
51597,318756,14,2018-11-04
86046,243007,2,2018-10-31
50034,257632,27,2018-03-20
57227,32812,30,2019-07-11
58246,268679,10,2018-01-14
143195,44804,82,2018-03-19
135465,75785,11,2018-11-19
156612,210922,19,2018-05-03
63267,93582,100,2018-05-03
99329,3586,50,2019-03-27
62471,14179,100,2018-09-26
155309,154365,16,2019-04-26
32109,24966,66,2019-01-14
117656,98303,50,2018-01-31
4804,65203,100,2019-07-31
114092,84277,81,2019-09-11
39460,61899,27,2018-08-11
3499,63342,98,2019-09-20
108366,152772,100,2018-05-20
37426,141844,87,2019-08-13
155705,198753,100,2019-06-01
105721,199435,2,2018-11-05
64902,286001,24,2018-08-16
104694,275766,77,2018-06-24
6832,152442,18,2018-03-15
141267,203218,11,2018-09-13
112577,218424,70,2018-11-23
81213,126875,0,2018-04-12
55204,251064,100,2019-01-04
17277,22423,95,2019-08-11
28505,319178,9,2018-03-05
46514,181585,21,2019-07-15
49064,219793,13,2019-07-31
154114,190412,58,2019-10-12
32703,246254,100,2018-11-29
46918,307403,50,2018-05-04
58834,51618,85,2018-08-22
96505,292015,0,2019-01-10
43489,123168,33,2018-08-29
53540,108948,100,2018-11-24
15985,318930,1,2018-08-09
19377,165787,1,2018-01-26
61946,107923,0,2019-02-19
114260,128302,71,2018-12-27
154151,312405,41,2019-04-06
124133,97400,66,2018-08-14
10430,46380,51,2019-12-22
10629,316995,0,2019-06-01
37162,229749,89,2019-08-15
51620,160059,100,2018-06-30
27693,68162,12,2018-11-09
91382,125734,2,2018-10-05
2409,314687,36,2018-06-12
21451,112723,3,2018-06-11
98347,57619,5,2018-06-01
41274,304422,63,2018-08-18
78739,124236,16,2018-03-27
116907,154467,39,2019-07-04
12739,30156,74,2018-06-24
48376,91923,29,2019-11-10
23934,193501,100,2018-11-07
9300,210586,100,2019-07-04
59247,4099,100,2018-10-20
10103,292627,100,2019-09-03
143893,79220,38,2019-11-12
13380,280287,91,2018-06-18
42379,203321,100,2019-12-26
103703,162664,57,2018-03-19
90707,314505,100,2018-06-18
40240,115380,100,2019-03-14
152158,148768,100,2018-09-13
43774,274948,93,2018-05-16
58978,51618,0,2018-08-30
140958,39262,100,2019-05-06
34823,78245,76,2019-04-24
142356,252765,8,2018-08-02
129716,67684,65,2019-11-11
61140,183578,0,2018-01-03
106335,289728,12,2019-08-15
89137,14087,52,2018-12-15
11896,94122,100,2018-11-08
149955,163330,45,2018-10-02
101878,244140,1,2018-11-27
618,11919,50,2019-06-18
47639,170578,5,2018-01-31
45142,250477,27,2019-06-10
11634,227405,45,2018-02-01
109725,293888,100,2018-02-18
66358,189479,25,2019-04-05
140514,130451,100,2019-02-24
154922,211217,16,2019-09-20
127579,87345,4,2019-12-15
42250,254370,43,2018-07-16
12448,33731,100,2018-04-24
13940,43268,100,2019-07-12
115045,264620,58,2019-12-21
46309,277498,61,2019-10-28
26020,27814,4,2018-08-12
48350,53287,46,2018-01-03
81775,189657,100,2019-03-22
61418,17944,39,2018-03-21
51238,292066,0,2019-07-02
107704,102977,23,2018-01-16
13243,71548,2,2019-03-27
73940,300839,100,2019-08-24
155551,167786,47,2019-06-28
39762,194158,62,2018-09-07
4167,95386,81,2019-10-03
158753,313185,13,2019-04-17
157324,18541,0,2019-05-14
80431,105093,100,2018-07-21
94098,4629,0,2019-09-05
150074,144650,37,2018-02-02
30127,296737,26,2018-02-28
139702,146247,0,2019-03-25
92119,141426,93,2018-05-26
67080,290125,18,2019-04-04
20244,163823,72,2019-04-19
7237,129161,42,2019-05-27
33957,152566,0,2019-08-01
52459,14378,32,2019-08-23
69283,294330,81,2018-08-03
20080,175426,64,2018-07-13
74476,197423,68,2018-01-18
107532,155264,32,2018-08-27
128595,8380,91,2019-07-03
145555,59699,35,2018-09-07
20497,83371,60,2018-03-26
71773,236032,45,2019-07-06
108911,84620,96,2019-01-01
65881,303208,100,2018-10-10
112706,113894,100,2018-02-23
133445,267330,0,2019-03-08
75039,113719,38,2018-04-26
104374,96219,93,2019-03-02
10865,173707,0,2019-05-07
16378,253746,72,2019-01-05
46676,262819,88,2019-10-10
154451,293967,81,2019-06-12
20523,216356,0,2019-02-11
21618,91435,99,2019-11-07
96473,275863,100,2019-10-16
150046,199913,0,2019-04-28
153956,148986,61,2019-02-03
56127,156226,1,2019-12-18
91082,14335,99,2018-08-04
76944,187748,0,2018-06-04
107658,17905,99,2019-07-31
54234,132253,1,2018-07-04
31741,238876,58,2018-07-22
150494,235305,57,2019-02-01
115549,114034,100,2018-07-16
52843,141978,99,2018-12-20
2759,226307,85,2019-03-10
58292,225352,81,2018-06-27
139482,228424,73,2019-06-09
60069,260580,1,2018-12-18
869,16167,38,2019-03-15
145327,313036,4,2018-03-26
89159,116600,3,2018-05-19
102256,75499,7,2018-08-31
156607,71261,1,2018-01-20
146634,41186,100,2018-05-02
87267,276816,60,2019-09-16
80087,10633,99,2019-08-27
39838,63471,15,2019-07-30
153543,164876,73,2018-12-31
56993,116894,43,2018-11-20
75596,177762,100,2019-04-06
139223,214411,100,2018-12-19
77280,238107,65,2018-06-09
91833,5507,0,2018-07-15
45701,193879,0,2018-01-01
90848,249077,100,2018-10-13
73667,51480,0,2018-10-25
147428,120499,100,2019-01-18
60776,168285,100,2018-06-08
4664,159580,13,2018-04-28
58538,109201,66,2019-06-27
101735,217660,43,2018-11-12
132104,268525,5,2019-01-10
15640,31744,100,2019-07-23
105213,226876,100,2018-11-15
44387,50457,95,2018-04-02
40217,313097,98,2018-12-10
142871,206367,0,2018-06-01
147131,289517,6,2018-05-18
150020,96945,89,2019-01-26
105823,276900,71,2019-04-27
157291,165632,100,2018-12-03
142367,252505,53,2018-10-07
47972,110035,26,2019-04-03
100813,280053,46,2018-03-26
30250,280257,77,2018-09-02
159352,24211,30,2019-04-22
54766,4012,10,2018-02-06
59135,276301,33,2018-12-16
66534,104359,92,2019-06-05
131913,502,1,2019-05-05
103514,281404,65,2018-12-24
139581,178402,1,2018-04-04
62178,52657,86,2018-03-07
90399,123475,96,2019-12-03
50077,20391,0,2019-02-25
108915,313524,0,2018-05-31
33122,208749,32,2019-08-31
83711,54374,4,2018-11-04
77672,247220,0,2019-03-18
103353,99357,0,2018-11-13
65046,37568,29,2018-10-24
98429,103315,100,2018-09-24
66385,2028,99,2019-07-21
132164,123475,2,2019-03-21
124828,262639,6,2018-06-27
4946,50513,0,2019-03-08
150431,87698,62,2019-09-25
111677,56997,1,2018-01-06
100331,321044,0,2018-11-21
1857,284851,73,2019-05-09
157537,248171,69,2019-08-13
95007,17045,58,2018-07-20
9809,238765,32,2018-11-11
80258,223579,98,2019-08-12
51142,312769,52,2018-01-29
128558,217386,0,2018-06-25
50552,41178,0,2018-10-11
42526,239911,11,2018-06-12
17258,44451,47,2018-02-26
128240,107897,100,2019-02-06
99998,145295,1,2019-10-05
21327,55634,100,2018-10-05
52373,307631,11,2019-01-22
38674,136182,91,2018-12-23
137499,22711,0,2018-12-04
56562,218203,79,2018-04-17
36514,287884,41,2018-06-23
30816,60156,0,2018-01-21
74308,258168,83,2018-12-14
86018,176804,100,2019-01-09
42137,183957,9,2019-03-19
2631,280951,2,2019-06-26
95055,284646,87,2019-12-28
155257,202502,22,2018-02-18
79742,86756,15,2018-01-11
84448,276069,21,2019-05-07
61516,140721,100,2019-12-19
655,231646,67,2019-12-24
14151,149488,10,2019-10-07
97,140397,0,2019-01-28
156200,47140,100,2018-10-16
47753,107232,31,2018-01-28
134407,219105,19,2018-06-30
8416,31631,0,2018-05-23
74701,316470,1,2018-05-25
53022,234947,0,2019-11-15
13429,259576,21,2018-05-11
26539,133445,83,2018-05-01
152217,23538,60,2018-07-08
154511,22711,60,2018-08-05
92067,184122,17,2018-11-05
149086,271811,100,2018-11-02
61514,80511,29,2018-04-18
116086,165016,25,2019-01-08
113823,52267,100,2018-05-31
48876,276816,52,2019-08-12
53490,83465,46,2019-08-25
148870,100047,96,2018-04-25
155082,84586,0,2018-08-02
72061,31260,64,2018-01-26
16480,38917,71,2019-08-19
135240,61979,1,2019-11-11
66249,19247,60,2018-01-07
92969,171948,6,2019-09-02
71377,216062,0,2019-05-03
35003,74348,4,2018-11-20
17576,166552,64,2019-11-11
70300,288967,100,2018-05-22
136405,283203,0,2018-07-05
144448,32603,0,2018-05-04
156319,182028,0,2019-08-26
133633,102716,100,2019-03-05
15082,43574,80,2018-02-08
36672,272226,89,2019-12-14
92168,271811,0,2019-08-01
3895,176344,99,2019-05-18
34399,265701,100,2019-09-14
39390,128890,41,2018-05-09
28933,109834,15,2018-12-03
53472,139882,32,2019-12-27
77062,79301,18,2018-05-04
69071,163244,47,2019-11-08
39679,288068,11,2018-06-18
87566,13953,94,2019-12-09
64595,236386,70,2019-06-18
12052,307855,100,2019-06-12
46848,82763,34,2018-11-05
68360,99199,9,2018-10-22
81140,93494,65,2019-02-15
6995,9740,100,2018-08-31
28524,48510,35,2019-02-02
49934,49310,42,2019-12-23
99263,239354,100,2019-01-29
147381,45581,21,2019-05-10
89835,39711,22,2019-11-27
52673,287786,100,2019-01-20
153372,34330,100,2018-05-27
66755,197579,15,2019-04-21
121560,35476,0,2019-04-30
40175,155754,1,2019-07-02
143641,295202,92,2019-10-31
127403,38948,22,2018-07-24
41297,246962,0,2019-02-07
137667,50992,100,2018-01-19
6930,291206,89,2019-05-17
114251,95712,18,2019-05-09
138438,152470,6,2018-02-25
113794,173893,2,2019-03-23
100024,291594,76,2018-05-10
11752,47676,99,2019-06-29
156470,47432,100,2019-01-10
113669,318694,0,2019-02-05
58220,268286,0,2018-09-21
139758,295960,15,2018-08-26
45765,235615,2,2019-01-04
78526,89590,55,2018-04-25
127685,195729,0,2019-07-02
3692,153579,86,2018-02-24
9811,202060,97,2018-05-15
79127,262907,0,2019-03-24
138036,146804,100,2019-03-14
51082,114690,77,2018-08-17
69913,4442,15,2018-04-16
65650,229752,0,2018-10-18
36430,159455,15,2018-07-04
149017,288531,77,2019-08-23
126001,222348,4,2019-06-06
136848,45897,100,2018-09-24
77377,108278,21,2019-03-02
121705,282140,91,2019-11-05
8901,292231,39,2019-01-29
54137,84782,97,2018-09-09
43370,282109,18,2019-04-17
3847,61819,48,2019-02-05
156891,208827,55,2018-02-06
9876,112520,75,2019-01-16
7092,204793,1,2018-03-26
13244,150862,100,2018-09-16
17841,236931,15,2019-10-25
4525,210979,98,2019-12-14
31348,243352,72,2019-11-04
126506,136190,0,2018-11-09
86301,150589,99,2019-11-10
102917,26485,100,2018-09-03
7706,99616,5,2019-08-21
108607,141270,100,2019-06-08
62570,191060,39,2019-10-05
46218,287786,100,2019-01-13
52287,302941,6,2018-04-21
57021,16440,85,2019-09-02
33964,46243,20,2018-03-08
99447,16163,0,2019-04-28
45559,192818,99,2019-11-30
127526,232461,66,2019-02-16
135686,73111,0,2018-12-23
131883,197149,84,2018-09-10
125818,272210,49,2019-10-01
31849,187099,21,2019-05-08
130170,109198,3,2018-12-30
94924,297290,7,2019-04-04
135130,296182,20,2018-10-30
64034,130847,100,2019-09-10
73978,129229,91,2018-05-19
64984,26000,100,2018-02-27
155820,243126,25,2019-06-21
32584,69846,0,2018-11-28
107853,294723,57,2018-01-04
81816,277878,100,2019-01-27
53070,94945,72,2019-05-31
3129,39820,36,2018-08-03
30236,102307,81,2018-07-08
88065,50450,100,2018-01-02
107293,136034,4,2019-03-17
24604,51442,38,2019-10-30
44914,73721,12,2019-11-20
39446,85121,31,2018-05-01
103895,92602,86,2018-11-28
85343,175871,8,2019-01-05
112837,35582,81,2018-01-29
129071,81342,100,2018-09-15
28452,54925,13,2018-02-03
70607,232282,24,2019-12-18
115824,166513,20,2019-08-22
18598,259929,13,2019-02-28
135235,6399,78,2018-09-19
4798,157422,7,2019-05-14
140756,292136,71,2018-01-24
58162,199724,86,2019-11-16
40882,89152,7,2018-03-28
39953,6293,69,2018-10-15
9294,74474,100,2019-01-18
140982,249336,2,2019-08-02
6611,46959,65,2018-01-10
10212,21278,79,2019-09-16
77750,307827,55,2018-06-16
52651,271951,66,2018-07-24
84530,263720,0,2019-08-08
43482,295735,0,2019-05-02
59198,250994,11,2019-04-03
80026,149642,1,2018-03-02
71453,74841,99,2019-07-29
88677,105823,50,2018-07-22
67042,294289,100,2018-07-19
59705,87400,0,2018-12-18
122397,204253,72,2019-05-15
92219,301804,96,2019-06-10
59741,309042,14,2018-05-15
53796,102932,32,2019-06-11
137292,84732,27,2019-12-06
130702,240009,13,2018-08-09
106237,82156,99,2019-11-17
51274,305466,0,2019-07-07
64997,206356,15,2018-04-27
113581,309376,83,2018-08-09
114946,112111,25,2018-06-26
122450,149356,100,2018-08-24
98979,183356,11,2019-06-19
523,67787,0,2018-07-14
25426,167637,59,2018-02-02
157881,182139,100,2019-04-07
106199,79987,71,2018-10-31
154563,88237,0,2019-01-19
77495,220826,0,2019-08-23
58442,311832,9,2018-11-06
95935,15018,51,2019-03-03
49604,257070,100,2019-02-14
107045,47096,38,2018-05-21
104013,88429,0,2019-10-17
75596,136176,100,2019-05-11
48213,61734,100,2018-07-25
106831,71913,30,2019-10-07
1027,320220,1,2019-12-30
135347,105662,100,2018-09-09
119069,24551,50,2018-02-08
28135,283969,30,2019-10-28
72861,138016,61,2019-05-07
121112,205919,0,2018-06-19
142236,290464,91,2018-07-14
129261,121687,1,2019-03-22
1560,73487,81,2019-03-27
157373,315405,93,2019-04-04
43209,269640,0,2019-11-23
155875,316706,0,2018-05-13
36750,289999,37,2019-11-10
62747,198447,3,2019-02-21
80098,251645,1,2019-02-01
88508,96465,0,2018-06-19
53344,31988,46,2018-08-23
58161,313404,100,2019-01-23
51851,211017,73,2018-09-14
100267,125814,93,2019-09-15
151455,67643,99,2019-10-10
114402,119262,45,2018-01-31
112112,294811,56,2018-11-17
89436,75470,28,2018-09-13
6517,126231,0,2019-11-24
58163,57653,25,2018-06-06
109270,313403,96,2018-11-02
117961,34568,63,2019-08-05
118082,76933,13,2018-01-06
127851,72609,100,2018-09-16
105335,299456,72,2019-04-30
135976,59962,100,2018-11-10
132025,77601,0,2018-02-01
89447,301837,98,2019-04-29
130085,45332,3,2018-11-01
58868,24677,100,2018-11-28
101839,219674,0,2019-11-20
34910,122702,100,2019-06-18
97616,266167,12,2018-04-23
89758,262957,22,2019-04-01
80030,96598,0,2018-01-27
97613,272481,3,2018-10-21
152733,25274,100,2018-12-15
34054,36447,2,2019-02-12
62747,126214,1,2019-08-16
12393,165488,80,2019-11-20
25841,88373,27,2019-06-25
133721,92119,99,2019-01-24
42438,319494,100,2019-07-27
55480,111337,65,2019-03-17
36428,150696,88,2018-10-07
77114,238353,17,2018-03-28
55241,226411,100,2019-10-30
63132,94868,2,2019-01-27
71252,156823,47,2018-04-16
63236,17016,85,2018-11-06
122378,72759,29,2018-12-20
37419,177343,83,2019-11-26
129124,244836,0,2018-09-26
109915,123473,21,2018-08-15
5527,293149,59,2019-11-11
108908,41178,4,2018-11-23
30075,167186,4,2018-11-24
37897,76501,0,2018-07-31
63273,243793,88,2018-10-23
2688,46479,0,2019-01-10
26849,231649,19,2018-03-11
84066,72386,66,2018-07-30
126093,69963,59,2018-02-18
46456,257274,10,2018-07-17
15080,12962,100,2018-08-21
17494,272458,20,2018-12-30
126670,146221,66,2018-04-04
54773,69844,10,2019-02-28
32881,7100,0,2018-09-18
28436,112631,4,2019-07-06
157987,63572,20,2018-05-29
41819,70926,0,2019-01-12
133781,199581,16,2018-09-14
38059,78042,62,2019-03-09
77069,284832,6,2018-04-26
54055,235505,85,2018-12-29
48819,286177,0,2019-12-03
26899,269148,8,2019-09-09
83380,102716,0,2018-10-21
150351,281005,100,2019-01-27
156011,18066,0,2018-11-11
63542,163270,0,2019-09-21
147853,276601,26,2019-03-13
76828,12448,100,2018-09-22
96063,218956,23,2019-11-24
135027,107404,100,2019-09-28
142943,71155,100,2018-11-30
58832,126214,0,2019-06-27
37310,77654,78,2018-10-30
52325,207816,1,2018-05-25
59009,102695,10,2018-03-18
140215,23381,96,2018-03-17
17867,251070,0,2018-07-30
18164,197031,2,2018-12-26
38089,232537,5,2019-01-31
62000,3123,47,2019-01-04
28892,56603,42,2019-05-24
82722,285265,50,2018-01-23
39340,317756,19,2019-01-19
66367,239613,92,2018-06-26
137814,157422,0,2019-01-27
74776,206777,100,2018-07-24
106500,185522,99,2019-05-24
30498,251873,33,2018-01-20
148431,122477,8,2018-05-30
